iteration param_name param_val param_factor ADPf AMPf ATPf DHAP E4P Fru16P2 Fru6P GSH GSSG Glc6P GlcA6P Glcin Glcout GraP Gri13P2 Gri23P2f Gri2P Gri3P Lac Lacex MgADP MgAMP MgATP MgGri23P2 Mgf NAD NADH NADPHf NADPf P1NADP P1NADPH P1f P2NADP P2NADPH P2f PEP PRPP Phi Phiex Pyr Pyrex Rib5P Rul5P Sed7P Xul5P v_1 v_10 v_11 v_12 v_13 v_14 v_15 v_16 v_17 v_18 v_19 v_2 v_20 v_21 v_22 v_23 v_24 v_25 v_26 v_27 v_28 v_29 v_3 v_30 v_31 v_32 v_33 v_34 v_35 v_36 v_37 v_38 v_4 v_5 v_6 v_7 v_8 v_9
27 K2v26 0.47717693486 0.193668228581 0.177021 0.0691848 0.171622 0.124657 0.00533648 0.00803478 0.0163513 3.11403 0.000185957 0.0420663 0.0252383 4.56266 5 0.00506031 0.000400719 1.69845 0.00691756 0.0552578 1.6803 1.68 0.140483 0.00382491 1.43786 0.614605 0.603223 0.0653436 0.000156425 0.00490537 1.8881e-05 4.60858e-06 0.0239466 4.88171e-05 0.00165291 0.0214717 0.000875435 0.00834609 1 0.999366 1 0.0839924 0.084 0.0106557 0.00359758 0.0167247 0.0134216 1.51518 0.48782 2.96687 2.96687 2.96687 2.96687 0.0760956 2.41561 0.0211448 0.0847582 0.0847582 1.51518 0.0934208 0.0934208 0.042409 0.0423492 0.0212045 0.0212045 0.0211448 0.0212045 0.0634343 -3.04296 1.43042 0.0760956 -1.55431e-12 -0.0211448 0.0211448 0 -8.47033e-19 0 4.33681e-16 6.93889e-15 1.47283 1.47283 1.47283 2.96687 2.47905 0.48782
28 KGraPv6 0.00635644188741 0.104244076552 0.176969 0.0691689 0.171561 0.124741 0.00533932 0.00804408 0.0163545 3.11403 0.000185957 0.0420744 0.0252396 4.56264 5 0.00506373 0.000400316 1.69664 0.00690974 0.0552041 1.6803 1.68 0.140503 0.00382568 1.43797 0.614215 0.603484 0.0653436 0.000156425 0.00490539 1.88748e-05 4.60703e-06 0.0239466 4.88168e-05 0.00165239 0.0214722 0.000875451 0.00833266 1 0.999365 1 0.0839924 0.084 0.0106592 0.00359873 0.0167254 0.0134259 1.51527 0.487783 2.96703 2.96703 2.96703 2.96703 0.0760959 2.41579 0.0211515 0.0847584 0.0847584 1.51527 0.0934208 0.0934208 0.0424046 0.0423538 0.0212023 0.0212023 0.0211515 0.0212023 0.0634545 -3.04313 1.43051 0.0760959 4.44089e-13 -0.0211515 0.0211515 -1.11022e-13 8.47033e-19 0 4.33681e-16 3.46945e-15 1.47291 1.47291 1.47291 2.96703 2.47925 0.487783
29 KAMPv16 0.0997994023365 0.0960379534666 0.176969 0.069169 0.171561 0.124741 0.00533933 0.00804411 0.0163545 3.11403 0.000185957 0.0420744 0.0252396 4.56264 5 0.00506374 0.000400316 1.69665 0.00690973 0.055204 1.6803 1.68 0.140502 0.00382568 1.43797 0.614216 0.603483 0.0653436 0.000156425 0.00490539 1.88748e-05 4.60704e-06 0.0239466 4.88168e-05 0.00165239 0.0214722 0.000875451 0.00833265 1 0.999365 1 0.0839924 0.084 0.0106592 0.00359874 0.0167254 0.0134259 1.51527 0.487783 2.96703 2.96703 2.96703 2.96703 0.0760959 2.41579 0.0211515 0.0847584 0.0847584 1.51527 0.0934208 0.0934208 0.0424046 0.0423538 0.0212023 0.0212023 0.0211515 0.0212023 0.0634546 -3.04313 1.43051 0.0760959 8.88178e-13 -0.0211515 0.0211515 -1.11022e-13 -8.47033e-19 -3.46945e-15 4.33681e-16 1.04083e-14 1.47292 1.47292 1.47292 2.96703 2.47925 0.487783
30 KMGlcv1 0.0901467851851 -0.0450497564765 0.176909 0.069091 0.171638 0.124806 0.00534975 0.0080515 0.0164022 3.11403 0.000185951 0.0421965 0.0253241 4.56258 5 0.00506637 0.000400521 1.69762 0.00690728 0.0551881 1.6803 1.68 0.140407 0.00382014 1.43813 0.61436 0.603279 0.0653436 0.000156427 0.00490556 1.88278e-05 4.5954e-06 0.0239466 4.88152e-05 0.00164851 0.0214759 0.000875574 0.00832807 1 0.999365 1 0.0839924 0.084 0.0106743 0.00360381 0.0167975 0.0134449 1.51548 0.487802 2.96741 2.96741 2.96741 2.96741 0.0760985 2.41607 0.0211811 0.0847597 0.0847597 1.51548 0.0934208 0.0934208 0.0423857 0.0423739 0.0211929 0.0211929 0.0211811 0.0211929 0.0635432 -3.04351 1.43072 0.0760985 6.66134e-13 -0.0211811 0.0211811 1.11022e-13 -8.47033e-19 0 -2.1684e-16 -1.04083e-14 1.47311 1.47311 1.47311 2.96741 2.47961 0.487802
31 KNADPHv18 0.00179120942782 -0.108347662019 0.176909 0.069091 0.171638 0.124806 0.00534976 0.0080515 0.0164022 3.11403 0.000185954 0.0421965 0.0257709 4.56258 5 0.00506637 0.000400521 1.69762 0.00690728 0.0551881 1.6803 1.68 0.140407 0.00382014 1.43813 0.61436 0.603279 0.0653436 0.000156427 0.00490547 1.88523e-05 4.60148e-06 0.0239466 4.8816e-05 0.00165054 0.0214739 0.00087551 0.00832807 1 0.999365 1 0.0839924 0.084 0.0106743 0.0036038 0.0167975 0.0134448 1.51548 0.487802 2.96741 2.96741 2.96741 2.96741 0.0760971 2.41607 0.021181 0.084759 0.084759 1.51548 0.0934208 0.0934208 0.0423853 0.0423737 0.0211927 0.0211927 0.021181 0.0211927 0.0635431 -3.04351 1.43072 0.0760971 -8.88178e-13 -0.021181 0.021181 0 8.47033e-19 3.46945e-15 4.33681e-16 0 1.47311 1.47311 1.47311 2.96741 2.47961 0.487802
32 KNADPv19 0.075886172789 0.0350646103409 0.176909 0.069091 0.171638 0.124806 0.00534976 0.0080515 0.0164022 3.11403 0.000185912 0.0421965 0.0257709 4.56258 5 0.00506637 0.000400521 1.69762 0.00690728 0.0551881 1.6803 1.68 0.140407 0.00382014 1.43813 0.61436 0.603279 0.0653436 0.000156427 0.00490547 1.88523e-05 4.60148e-06 0.0239466 4.8816e-05 0.00165054 0.0214739 0.00087551 0.00832807 1 0.999365 1 0.0839924 0.084 0.0106743 0.0036038 0.0167975 0.0134448 1.51548 0.487802 2.96741 2.96741 2.96741 2.96741 0.0760971 2.41607 0.021181 0.084759 0.084759 1.51548 0.0934208 0.0934208 0.0423853 0.0423737 0.0211927 0.0211927 0.021181 0.0211927 0.0635431 -3.04351 1.43072 0.0760971 -1.33227e-12 -0.021181 0.021181 2.22045e-13 0 0 -6.50521e-16 -6.93889e-15 1.47311 1.47311 1.47311 2.96741 2.47961 0.487802
33 Keqv0 0.745542796134 -0.12752742184 0.177091 0.0693273 0.171404 0.12461 0.00531822 0.00802915 0.016258 3.11403 0.000185928 0.0418278 0.0255114 3.42682 5 0.00505841 0.000399903 1.69468 0.00691469 0.0552364 1.6803 1.68 0.140695 0.00383695 1.43765 0.613925 0.603897 0.0653436 0.000156422 0.00490496 1.89951e-05 4.63682e-06 0.0239465 4.88211e-05 0.00166233 0.0214625 0.000875136 0.00834192 1 0.999367 1 0.0839924 0.084 0.0106286 0.00358849 0.01658 0.0133877 1.51484 0.487745 2.96627 2.96627 2.96627 2.96627 0.0760892 2.41524 0.0210918 0.084755 0.084755 1.51484 0.0934208 0.0934208 0.0424421 0.0423129 0.0212211 0.0212211 0.0210918 0.0212211 0.0632754 -3.04235 1.43008 0.0760892 -8.88178e-13 -0.0210918 0.0210918 2.22045e-13 0 0 -6.50521e-16 -6.93889e-15 1.47252 1.47252 1.47252 2.96627 2.47852 0.487745
34 KPGA23v18 0.0994651650727 -0.0815102383229 0.177091 0.0693273 0.171404 0.12461 0.00531826 0.00802915 0.016258 3.11403 0.000185941 0.0418279 0.0275268 3.42682 5 0.00505841 0.000399903 1.69468 0.00691469 0.0552364 1.6803 1.68 0.140695 0.00383694 1.43765 0.613925 0.603897 0.0653436 0.000156422 0.00490456 1.9107e-05 4.66449e-06 0.0239465 4.8825e-05 0.00167156 0.0214536 0.000874843 0.00834192 1 0.999367 1 0.0839924 0.084 0.0106285 0.00358846 0.0165802 0.0133876 1.51483 0.487745 2.96626 2.96626 2.96626 2.96626 0.076083 2.41524 0.0210916 0.0847519 0.0847519 1.51483 0.0934208 0.0934208 0.0424402 0.0423117 0.0212201 0.0212201 0.0210916 0.0212201 0.0632749 -3.04235 1.43008 0.076083 -4.44089e-13 -0.0210916 0.0210916 0 0 3.46945e-15 2.1684e-16 3.46945e-15 1.47252 1.47252 1.47252 2.96626 2.47852 0.487745
35 Keqv8 141914.358423 0.152026338154 0.178018 0.0696177 0.172482 0.124668 0.00530899 0.00803308 0.0161989 3.11403 0.000185954 0.0416763 0.0275436 3.42709 5 0.00506076 0.000400125 1.7268 0.00691193 0.0552104 1.6803 1.68 0.140358 0.00382379 1.4357 0.620809 0.59931 0.0653436 0.000156411 0.00490414 1.92251e-05 4.69372e-06 0.0239465 4.88291e-05 0.0016813 0.0214442 0.000874534 0.00834035 1 0.999368 1 0.0839924 0.084 0.0106139 0.00358358 0.0164843 0.0133694 1.51345 0.488392 2.96356 2.96356 2.96356 2.96356 0.0760764 2.41198 0.0210627 0.0847486 0.0847486 1.51345 0.0934208 0.0934208 0.0424573 0.0422913 0.0212287 0.0212287 0.0210627 0.0212287 0.063188 -3.03963 1.42871 0.0760764 6.66134e-13 -0.0210627 0.0210627 2.22045e-13 0 -3.46945e-15 -2.1684e-16 -3.46945e-15 1.47116 1.47116 1.47116 2.96356 2.47516 0.488392
36 K6v24 0.43201236068 -0.032236879565 0.178018 0.0696177 0.172482 0.124668 0.00530902 0.00803308 0.0161989 3.11403 0.000185954 0.0416763 0.0275435 3.42709 5 0.00506076 0.000400125 1.7268 0.00691193 0.0552104 1.6803 1.68 0.140358 0.00382379 1.4357 0.620809 0.59931 0.0653436 0.000156411 0.00490414 1.92251e-05 4.69372e-06 0.0239465 4.88291e-05 0.0016813 0.0214442 0.000874534 0.00834035 1 0.999368 1 0.0839924 0.084 0.0106138 0.00358356 0.016484 0.0133693 1.51345 0.488392 2.96356 2.96356 2.96356 2.96356 0.0760764 2.41198 0.0210626 0.0847486 0.0847486 1.51345 0.0934208 0.0934208 0.0424574 0.0422912 0.0212287 0.0212287 0.0210626 0.0212287 0.0631877 -3.03963 1.42871 0.0760764 0 -0.0210626 0.0210626 1.11022e-13 8.47033e-19 3.46945e-15 0 3.46945e-15 1.47116 1.47116 1.47116 2.96356 2.47516 0.488392
37 Keqv19 0.940679796293 -0.0435915228521 0.178018 0.0696177 0.172482 0.124668 0.00530902 0.00803308 0.0161989 3.11403 0.000186004 0.0416763 0.0275435 3.42709 5 0.00506076 0.000400125 1.7268 0.00691193 0.0552104 1.6803 1.68 0.140358 0.00382379 1.4357 0.620809 0.59931 0.0653436 0.000156411 0.00490414 1.92251e-05 4.69372e-06 0.0239465 4.88291e-05 0.0016813 0.0214442 0.000874534 0.00834035 1 0.999368 1 0.0839924 0.084 0.0106138 0.00358356 0.016484 0.0133693 1.51345 0.488392 2.96356 2.96356 2.96356 2.96356 0.0760764 2.41198 0.0210625 0.0847486 0.0847486 1.51345 0.0934208 0.0934208 0.0424574 0.0422912 0.0212287 0.0212287 0.0210625 0.0212287 0.0631876 -3.03963 1.42871 0.0760764 1.33227e-12 -0.0210625 0.0210625 -3.33067e-13 0 -3.46945e-15 -8.67362e-16 -1.04083e-14 1.47116 1.47116 1.47116 2.96356 2.47516 0.488392
38 KDHAPv5 0.949739611132 0.0543605330277 0.178013 0.0696158 0.172476 0.124693 0.00530874 0.00803407 0.0161993 3.11403 0.000186004 0.0416773 0.0275433 3.42709 5 0.00506023 0.000400082 1.72661 0.0069111 0.0552047 1.6803 1.68 0.14036 0.00382387 1.43571 0.620768 0.599337 0.0653436 0.000156411 0.00490414 1.92243e-05 4.69354e-06 0.0239465 4.88291e-05 0.00168124 0.0214442 0.000874536 0.00833893 1 0.999368 1 0.0839924 0.084 0.0106135 0.00358346 0.0164852 0.0133689 1.51346 0.488388 2.96357 2.96357 2.96357 2.96357 0.0760765 2.412 0.021062 0.0847487 0.0847487 1.51346 0.0934208 0.0934208 0.0424578 0.0422909 0.0212289 0.0212289 0.021062 0.0212289 0.063186 -3.03965 1.42871 0.0760765 0 -0.021062 0.021062 -1.11022e-13 0 0 -4.33681e-16 -3.46945e-15 1.47117 1.47117 1.47117 2.96357 2.47518 0.488388
39 KMgADPv12 0.438800127846 -0.0335115962382 0.177271 0.0693777 0.171629 0.122983 0.00527187 0.00785043 0.0162496 3.11403 0.000185993 0.0418062 0.0275058 3.42692 5 0.00499066 0.000394517 1.70122 0.00680213 0.0544561 1.6803 1.68 0.140618 0.00383363 1.43727 0.615327 0.60295 0.0653436 0.000156419 0.00490449 1.91255e-05 4.66909e-06 0.0239465 4.88256e-05 0.00167309 0.0214521 0.000874794 0.00815251 1 0.99937 1 0.0839924 0.084 0.010575 0.00357055 0.0166506 0.0133207 1.51434 0.487879 2.96546 2.96546 2.96546 2.96546 0.076082 2.41462 0.0209873 0.0847514 0.0847514 1.51434 0.0934208 0.0934208 0.0425094 0.042242 0.0212547 0.0212547 0.0209873 0.0212547 0.0629618 -3.04154 1.42959 0.076082 2.22045e-13 -0.0209873 0.0209873 0 8.47033e-19 0 2.1684e-16 6.93889e-15 1.4721 1.4721 1.4721 2.96546 2.47758 0.487879
40 K23P2Gv9 0.178908043003 -0.0484001304845 0.176913 0.069325 0.171066 0.12295 0.00527026 0.00785111 0.0162458 3.11403 0.00018599 0.0417971 0.0274393 3.42643 5 0.00498928 0.000394344 1.68583 0.00680685 0.0545015 1.6803 1.68 0.140865 0.00384516 1.43799 0.61207 0.605234 0.0653436 0.00015644 0.00490458 1.91018e-05 4.66322e-06 0.0239465 4.88248e-05 0.00167114 0.021454 0.000874856 0.00815473 1 0.99937 1 0.0839924 0.084 0.0105729 0.00356985 0.0166463 0.0133181 1.51685 0.491716 2.97048 2.97048 2.97048 2.97048 0.0760833 2.41582 0.0209835 0.0847521 0.0847521 1.51685 0.0934208 0.0934208 0.0425124 0.0422397 0.0212562 0.0212562 0.0209835 0.0212562 0.0629504 -3.04657 1.4321 0.0760833 -8.88178e-13 -0.0209835 0.0209835 2.22045e-13 0 6.93889e-15 6.50521e-16 1.04083e-14 1.47461 1.47461 1.47461 2.97048 2.47877 0.491716
41 Inhibv1 0.839556870955 -0.0759498797457 0.181918 0.07612 0.164738 0.117848 0.00442684 0.00728482 0.0126297 3.11403 0.000186521 0.0325511 0.0206651 3.42988 5 0.00478189 0.000378237 1.6083 0.00701638 0.0558693 1.6803 1.68 0.148949 0.00433647 1.42394 0.600431 0.622344 0.0653437 0.000156305 0.00488816 2.37253e-05 5.81107e-06 0.0239452 4.89862e-05 0.00204725 0.0210899 0.000862896 0.00854541 1 0.999437 1 0.0839924 0.084 0.0094325 0.00318803 0.0113943 0.0118927 1.49911 0.490287 2.93876 2.93876 2.93876 2.93876 0.0758284 2.39222 0.0187532 0.0846246 0.0846246 1.49911 0.0934208 0.0934208 0.0439143 0.0407104 0.0219571 0.0219571 0.0187532 0.0219571 0.0562597 -3.01459 1.41449 0.0758284 0 -0.0187532 0.0187532 -1.11022e-13 8.47033e-19 0 1.30104e-15 6.93889e-15 1.4584 1.4584 1.4584 2.93876 2.44848 0.490287
42 Vmaxv26 36.4911318852 0.191119472287 0.181914 0.0761151 0.164741 0.117849 0.00436917 0.00728481 0.0126313 3.11403 0.000186521 0.0325552 0.0206546 3.4299 5 0.00478194 0.000378243 1.60834 0.00701622 0.0558679 1.6803 1.68 0.148944 0.00433608 1.42395 0.600435 0.622336 0.0653437 0.000156305 0.00488817 2.37217e-05 5.81017e-06 0.0239452 4.8986e-05 0.00204696 0.0210901 0.000862905 0.00854531 1 0.999439 1 0.0839924 0.084 0.00940527 0.00317891 0.0112479 0.0118587 1.499 0.490287 2.93862 2.93862 2.93862 2.93862 0.0758286 2.39224 0.0187 0.0846247 0.0846247 1.499 0.0934208 0.0934208 0.0439498 0.0406749 0.0219749 0.0219749 0.0187 0.0219749 0.0560999 -3.01445 1.41437 0.0758286 0 -0.0187 0.0187 -1.11022e-13 -8.47033e-19 3.46945e-15 8.67362e-16 1.73472e-14 1.45832 1.45832 1.45832 2.93862 2.44834 0.490287
43 GStotal 3.04495540456 -0.00973767175422 0.181914 0.0761151 0.164741 0.117849 0.00436917 0.00728481 0.0126313 3.11403 0.000186521 0.0325552 0.0206546 3.4299 5 0.00478194 0.000378243 1.60834 0.00701622 0.0558679 1.6803 1.68 0.148944 0.00433608 1.42395 0.600435 0.622336 0.0653437 0.000156305 0.00488817 2.37217e-05 5.81017e-06 0.0239452 4.8986e-05 0.00204696 0.0210901 0.000862905 0.00854531 1 0.999439 1 0.0839924 0.084 0.00940527 0.00317891 0.0112479 0.0118587 1.499 0.490287 2.93862 2.93862 2.93862 2.93862 0.0758286 2.39224 0.0187 0.0846247 0.0846247 1.499 0.0934208 0.0934208 0.0439498 0.0406749 0.0219749 0.0219749 0.0187 0.0219749 0.0560999 -3.01445 1.41437 0.0758286 0 -0.0187 0.0187 -1.11022e-13 -8.47033e-19 3.46945e-15 8.67362e-16 1.73472e-14 1.45832 1.45832 1.45832 2.93862 2.44834 0.490287
44 KMgATPv1 0.907389917504 -0.200568542817 0.169711 0.0604363 0.18057 0.130992 0.00648478 0.00878238 0.0226997 3.11403 0.000185453 0.058299 0.0402618 3.42146 5 0.00531625 0.000419741 1.80843 0.00652279 0.0526511 1.68031 1.68 0.129653 0.0032237 1.45641 0.629994 0.580723 0.0653434 0.00015663 0.00492135 1.44614e-05 3.51855e-06 0.0239478 4.86611e-05 0.00128295 0.0218299 0.000887151 0.00762327 1 0.999254 1 0.0839924 0.084 0.0125665 0.0042373 0.0267375 0.0158098 1.54242 0.493772 3.01512 3.01512 3.01512 3.01512 0.0763435 2.44676 0.0248611 0.0848822 0.0848822 1.54242 0.0934209 0.0934209 0.0400141 0.0448681 0.020007 0.020007 0.0248611 0.020007 0.0745833 -3.09146 1.45754 0.0763435 -8.88178e-13 -0.0248611 0.0248611 1.11022e-13 0 -3.46945e-15 0 6.93889e-15 1.49755 1.49755 1.49755 3.01512 2.52134 0.493772
45 K2v23 0.312647881985 0.0100442763446 0.169711 0.0604365 0.18057 0.130992 0.00648391 0.00878238 0.0226996 3.11403 0.000185453 0.0582986 0.0402628 3.42146 5 0.00531625 0.000419741 1.80843 0.0065228 0.0526512 1.68031 1.68 0.129653 0.00322371 1.45641 0.629994 0.580724 0.0653434 0.00015663 0.00492135 1.44616e-05 3.51858e-06 0.0239478 4.86611e-05 0.00128296 0.0218299 0.00088715 0.00762328 1 0.999254 1 0.0839924 0.084 0.012568 0.00423782 0.0267338 0.0158117 1.54243 0.493772 3.01512 3.01512 3.01512 3.01512 0.0763435 2.44676 0.0248641 0.0848822 0.0848822 1.54243 0.0934209 0.0934209 0.040012 0.0448702 0.020006 0.020006 0.0248641 0.020006 0.0745924 -3.09147 1.45755 0.0763435 -1.33227e-12 -0.0248641 0.0248641 1.11022e-13 0 0 2.1684e-16 6.93889e-15 1.49756 1.49756 1.49756 3.01512 2.52135 0.493772
46 K2v24 0.0541212684499 0.0553050617081 0.169712 0.0604366 0.18057 0.130992 0.00648361 0.00878238 0.0226995 3.11403 0.000185453 0.0582985 0.0402632 3.42146 5 0.00531625 0.00041974 1.80843 0.0065228 0.0526512 1.68031 1.68 0.129654 0.00322372 1.4564 0.629994 0.580724 0.0653434 0.00015663 0.00492135 1.44616e-05 3.51859e-06 0.0239478 4.86611e-05 0.00128296 0.0218299 0.00088715 0.00762328 1 0.999254 1 0.0839924 0.084 0.0125686 0.00423801 0.0267373 0.0158124 1.54243 0.493772 3.01513 3.01513 3.01513 3.01513 0.0763435 2.44676 0.0248652 0.0848822 0.0848822 1.54243 0.0934209 0.0934209 0.0400113 0.0448709 0.0200057 0.0200057 0.0248652 0.0200057 0.0745956 -3.09147 1.45755 0.0763435 1.33227e-12 -0.0248652 0.0248652 1.11022e-13 4.23516e-19 0 -2.1684e-16 -1.04083e-14 1.49756 1.49756 1.49756 3.01513 2.52136 0.493772
47 L0v12 13.2222019644 -0.157449814386 0.167191 0.0596881 0.177443 0.124876 0.00631464 0.00810517 0.0229123 3.11403 0.000185426 0.0588433 0.0400544 3.42084 5 0.00506739 0.000399864 1.71733 0.00616717 0.0502096 1.68031 1.68 0.130474 0.00325172 1.46195 0.611116 0.593206 0.0653433 0.000156659 0.00492222 1.42234e-05 3.46003e-06 0.0239479 4.86526e-05 0.00126274 0.0218495 0.00088779 0.00701411 1 0.999263 1 0.0839924 0.084 0.0124187 0.00418783 0.0275775 0.0156251 1.54563 0.492183 3.02199 3.02199 3.02199 3.02199 0.076357 2.45608 0.0245768 0.0848889 0.0848889 1.54563 0.0934209 0.0934209 0.0402081 0.0446809 0.020104 0.020104 0.0245768 0.020104 0.0737305 -3.09835 1.46074 0.076357 1.77636e-12 -0.0245768 0.0245768 -1.11022e-13 4.23516e-19 -6.93889e-15 -6.50521e-16 -1.04083e-14 1.50094 1.50094 1.50094 3.02199 2.52981 0.492183
48 KNADHv6 0.0105041027811 0.102280870232 0.167191 0.0596882 0.177444 0.124875 0.00631462 0.00810509 0.0229123 3.11403 0.000185426 0.0588433 0.0400544 3.42084 5 0.00506736 0.000399866 1.71734 0.00616721 0.0502099 1.68031 1.68 0.130473 0.00325171 1.46195 0.611118 0.593205 0.0653433 0.000156659 0.00492222 1.42234e-05 3.46003e-06 0.0239479 4.86526e-05 0.00126274 0.0218495 0.000887789 0.00701419 1 0.999263 1 0.0839924 0.084 0.0124187 0.00418782 0.0275776 0.0156251 1.54562 0.492183 3.02199 3.02199 3.02199 3.02199 0.076357 2.45608 0.0245768 0.0848889 0.0848889 1.54562 0.0934209 0.0934209 0.0402081 0.0446808 0.020104 0.020104 0.0245768 0.020104 0.0737303 -3.09835 1.46074 0.076357 0 -0.0245768 0.0245768 0 4.23516e-19 6.93889e-15 0 -3.46945e-15 1.50094 1.50094 1.50094 3.02199 2.52981 0.492183
49 Atot 2.63210940537 0.119273941392 0.167191 0.0596882 0.177444 0.124875 0.00631462 0.00810509 0.0229123 3.11403 0.000185426 0.0588433 0.0400544 3.42084 5 0.00506736 0.000399866 1.71734 0.00616721 0.0502099 1.68031 1.68 0.130473 0.00325171 1.46195 0.611118 0.593205 0.0653433 0.000156659 0.00492222 1.42234e-05 3.46003e-06 0.0239479 4.86526e-05 0.00126274 0.0218495 0.000887789 0.00701419 1 0.999263 1 0.0839924 0.084 0.0124187 0.00418782 0.0275776 0.0156251 1.54562 0.492183 3.02199 3.02199 3.02199 3.02199 0.076357 2.45608 0.0245768 0.0848889 0.0848889 1.54562 0.0934209 0.0934209 0.0402081 0.0446808 0.020104 0.020104 0.0245768 0.020104 0.0737303 -3.09835 1.46074 0.076357 0 -0.0245768 0.0245768 0 4.23516e-19 6.93889e-15 0 -3.46945e-15 1.50094 1.50094 1.50094 3.02199 2.52981 0.492183
50 KMgADPv7 0.296461852938 -0.0720992256528 0.167078 0.0596547 0.177304 0.124602 0.00630697 0.00807552 0.0229219 3.11403 0.000185425 0.0588679 0.0400448 3.42082 5 0.00505626 0.00039898 1.71329 0.00618573 0.0503387 1.68031 1.68 0.13051 0.00325298 1.4622 0.610263 0.593774 0.0653433 0.00015666 0.00492226 1.42128e-05 3.45743e-06 0.0239479 4.86523e-05 0.00126184 0.0218503 0.000887818 0.00704515 1 0.999263 1 0.0839924 0.084 0.0124118 0.00418553 0.0276163 0.0156165 1.54577 0.492109 3.0223 3.0223 3.0223 3.0223 0.0763576 2.4565 0.0245636 0.0848892 0.0848892 1.54577 0.0934209 0.0934209 0.0402171 0.0446722 0.0201085 0.0201085 0.0245636 0.0201085 0.0736908 -3.09865 1.46088 0.0763576 4.44089e-13 -0.0245636 0.0245636 0 -4.23516e-19 -3.46945e-15 -4.33681e-16 -1.73472e-14 1.50109 1.50109 1.50109 3.0223 2.53019 0.492109
51 Keqv6 0.000167623949645 -0.0589651591853 0.163581 0.0586741 0.172799 0.132665 0.00660517 0.00899192 0.0231784 3.11403 0.000185391 0.0595257 0.0401027 3.41951 5 0.00538422 0.000370955 1.58581 0.0056871 0.0469223 1.68031 1.68 0.131795 0.00330041 1.46985 0.582613 0.612441 0.0653433 0.000156713 0.00492332 1.39231e-05 3.38623e-06 0.023948 4.8642e-05 0.0012372 0.0218742 0.000888597 0.00618797 1 0.999243 1 0.0839924 0.084 0.0127548 0.00430036 0.0274545 0.0160452 1.5525 0.489605 3.03464 3.03464 3.03464 3.03464 0.076374 2.46935 0.0252302 0.0848974 0.0848974 1.5525 0.0934209 0.0934209 0.0397781 0.0451193 0.0198891 0.0198891 0.0252302 0.0198891 0.0756907 -3.11102 1.4676 0.076374 -4.44089e-13 -0.0252302 0.0252302 -1.11022e-13 -4.23516e-19 -6.93889e-15 0 6.93889e-15 1.50738 1.50738 1.50738 3.03464 2.54504 0.489605
52 KATPv16 0.173482270839 0.285012588881 0.16358 0.0586743 0.172799 0.132666 0.00660519 0.00899199 0.0231784 3.11403 0.000185391 0.0595256 0.0401027 3.41951 5 0.00538425 0.000370957 1.58582 0.00568709 0.0469223 1.68031 1.68 0.131795 0.00330042 1.46985 0.582614 0.61244 0.0653433 0.000156713 0.00492332 1.39231e-05 3.38623e-06 0.023948 4.8642e-05 0.0012372 0.0218742 0.000888596 0.00618794 1 0.999243 1 0.0839924 0.084 0.0127548 0.00430036 0.0274544 0.0160452 1.5525 0.489605 3.03465 3.03465 3.03465 3.03465 0.076374 2.46935 0.0252302 0.0848974 0.0848974 1.5525 0.0934209 0.0934209 0.0397781 0.0451193 0.0198891 0.0198891 0.0252302 0.0198891 0.0756907 -3.11102 1.4676 0.076374 -8.88178e-13 -0.0252302 0.0252302 0 -4.23516e-19 0 2.1684e-16 6.93889e-15 1.50738 1.50738 1.50738 3.03465 2.54504 0.489605
53 Vmaxv4 82.842423016 -0.0769874250671 0.162726 0.0584202 0.171743 0.130335 0.00653997 0.00925698 0.0232531 3.11403 0.000185382 0.0597169 0.0400225 3.41932 5 0.00528943 0.000364353 1.55597 0.005568 0.0461043 1.68031 1.68 0.132081 0.00331036 1.47172 0.575896 0.616992 0.0653433 0.000156722 0.0049236 1.38439e-05 3.36678e-06 0.023948 4.86391e-05 0.00123046 0.0218807 0.000888809 0.00598412 1 0.999246 1 0.0839924 0.084 0.012697 0.00428099 0.0277607 0.0159729 1.55349 0.488965 3.03681 3.03681 3.03681 3.03681 0.0763785 2.47249 0.0251189 0.0848997 0.0848997 1.55349 0.0934209 0.0934209 0.0398539 0.0450458 0.0199269 0.0199269 0.0251189 0.0199269 0.0753567 -3.11319 1.46859 0.0763785 -1.9984e-12 -0.0251189 0.0251189 0 0 -3.46945e-15 -6.50521e-16 -1.04083e-14 1.50844 1.50844 1.50844 3.03681 2.54785 0.488965
