name Rul5P PEP P2f Rib5P P2NADP NADPf NADH P2NADPH P1NADPH NAD Mgf Xul5P Phi MgATP Pyr MgAMP AMPf Gri2P Gri23P2f Sed7P ATPf Gri13P2 Lac GraP GlcA6P Glc6P E4P GSH DHAP Fru16P2 MgADP GSSG NADPHf Fru6P P1NADP Gri3P MgGri23P2 P1f Glcin ADPf
KATPv16 0.00472192 0.0109396 0.000863632 0.0140053 0.00202414 2.34376e-05 0.000156372 0.0211122 0.0239453 0.0653436 0.555793 0.0127437 0.999225 1.41771 0.08399 0.00243876 0.0722411 0.00844208 2.06123 0.0154123 0.183657 0.000480655 1.68031 0.00606287 0.0250543 0.0394896 0.00627175 3.11403 0.149233 0.00968348 0.136822 0.000186743 0.00488917 0.0153445 5.73941e-06 0.0657639 0.687233 4.89762e-05 4.5668 0.187128
KATPv12 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Vmaxv29 0.00472192 0.0109403 0.00086363 0.0140053 0.0020242 2.34382e-05 0.000156359 0.0211122 0.0239453 0.0653436 0.555792 0.0127437 0.999224 1.41772 0.0839971 0.00243874 0.0722405 0.00844251 2.06123 0.0154124 0.183658 0.00048068 1.68031 0.0060627 0.0250543 0.0394898 0.00627161 3.11403 0.149229 0.00968296 0.136821 0.000186743 0.00488917 0.0153445 5.73957e-06 0.0657669 0.687233 4.89762e-05 4.5668 0.187127
KNADv6 0.00471981 0.0109868 0.000863621 0.013999 0.00202448 2.34418e-05 0.000156375 0.0211119 0.0239453 0.0653436 0.555753 0.012738 0.999213 1.41769 0.0839898 0.00243872 0.072246 0.0084694 2.06158 0.0154176 0.183667 0.000481982 1.68031 0.00605061 0.0250452 0.0394878 0.00626155 3.11403 0.148932 0.00964793 0.136821 0.000186744 0.00488916 0.0153437 5.74047e-06 0.0659506 0.687298 4.89763e-05 4.56674 0.187138
kDPGMv8 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Vmaxv5 0.00472435 0.0109477 0.000863647 0.0140124 0.00202369 2.34319e-05 0.000156366 0.0211127 0.0239453 0.0653436 0.555764 0.0127503 0.99924 1.41781 0.08399 0.00243735 0.0722028 0.00844569 2.06126 0.0154237 0.183679 0.000480948 1.68031 0.00606622 0.0250554 0.0395203 0.00627561 3.11403 0.149049 0.00967507 0.136787 0.000186742 0.00488919 0.0153565 5.73801e-06 0.0657844 0.687206 4.8976e-05 4.5668 0.187088
KAMPv16 0.00472193 0.0109396 0.000863632 0.0140053 0.00202414 2.34375e-05 0.000156372 0.0211122 0.0239453 0.0653436 0.555793 0.0127437 0.999225 1.41771 0.08399 0.00243875 0.0722408 0.00844209 2.06123 0.0154125 0.183657 0.000480653 1.68031 0.00606284 0.0250543 0.0394899 0.00627174 3.11403 0.149232 0.00968339 0.136822 0.000186743 0.00488917 0.0153446 5.73939e-06 0.065764 0.687234 4.89762e-05 4.5668 0.187129
KNADPHv19 0.00472329 0.0109396 0.000863621 0.0140094 0.0020245 2.3442e-05 0.000156372 0.0211119 0.0239453 0.0653436 0.555793 0.0127474 0.999225 1.41771 0.08399 0.00243879 0.0722419 0.0084421 2.06123 0.0154067 0.183657 0.000480654 1.68031 0.00606286 0.0250496 0.0394887 0.00626961 3.11426 0.149233 0.00968345 0.136822 6.7755e-05 0.00488916 0.0153441 5.74051e-06 0.0657641 0.687234 4.89763e-05 4.56679 0.187128
KRu5Pv22 0.00471637 0.0109398 0.000863639 0.0140341 0.00202391 2.34348e-05 0.000156371 0.0211124 0.0239453 0.0653436 0.555794 0.0127287 0.999227 1.41771 0.08399 0.00243886 0.0722427 0.00844207 2.06123 0.0154179 0.183656 0.000480644 1.68031 0.00606267 0.0250533 0.0394827 0.00627617 3.11403 0.149228 0.00968261 0.136823 0.000186743 0.00488918 0.0153417 5.7387e-06 0.0657633 0.687234 4.89761e-05 4.56679 0.187129
KG6Pv17 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K7v24 0.00472015 0.0109393 0.000863639 0.0140001 0.00202392 2.34348e-05 0.000156372 0.0211124 0.0239453 0.0653436 0.555789 0.0127389 0.999225 1.41772 0.08399 0.0024386 0.0722372 0.00844193 2.06124 0.0153929 0.18366 0.000480665 1.68031 0.00606299 0.0250547 0.0394948 0.00627568 3.11403 0.149236 0.00968383 0.136818 0.000186743 0.00488918 0.0153465 5.73873e-06 0.0657629 0.687231 4.89761e-05 4.56681 0.187123
K7v23 0.00473465 0.0109399 0.000863618 0.0140432 0.0020246 2.34432e-05 0.000156373 0.0211118 0.0239453 0.0653436 0.555798 0.0127781 0.999222 1.4177 0.08399 0.00243906 0.0722475 0.0084424 2.06122 0.0153644 0.183654 0.000480652 1.68031 0.00606288 0.0250674 0.0394825 0.00625345 3.11403 0.149233 0.00968359 0.136827 0.000186744 0.00488915 0.0153417 5.74082e-06 0.0657668 0.687237 4.89764e-05 4.56676 0.187134
Vmaxv10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Keqv10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KMgATPv7 0.00472192 0.0109396 0.000863632 0.0140053 0.00202414 2.34376e-05 0.000156375 0.0211122 0.0239453 0.0653436 0.555793 0.0127437 0.999225 1.41771 0.0839899 0.00243876 0.0722412 0.00844211 2.06123 0.0154123 0.183657 0.000480641 1.68031 0.00606285 0.0250543 0.0394896 0.00627176 3.11403 0.149233 0.00968348 0.136821 0.000186743 0.00488917 0.0153444 5.73941e-06 0.0657644 0.687233 4.89762e-05 4.5668 0.187128
Vmaxv17 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KFru6Pv3 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K7v26 0.00472197 0.0109394 0.000863634 0.0140056 0.00202408 2.34367e-05 0.000156372 0.0211123 0.0239453 0.0653436 0.555791 0.0127438 0.999224 1.41772 0.08399 0.00243869 0.0722391 0.00844204 2.06123 0.0154234 0.183658 0.000480665 1.68031 0.00606301 0.0250546 0.0394931 0.00627553 3.11403 0.149237 0.00968396 0.13682 0.000186743 0.00488917 0.0153458 5.73921e-06 0.0657639 0.687232 4.89761e-05 4.56678 0.187125
K1v24 0.00472097 0.0109394 0.000863636 0.0140025 0.00202401 2.3436e-05 0.000156372 0.0211123 0.0239453 0.0653436 0.555791 0.0127411 0.999225 1.41772 0.08399 0.00243867 0.0722387 0.00844199 2.06124 0.0154027 0.183659 0.000480662 1.68031 0.00606296 0.0250545 0.0394931 0.00627419 3.11403 0.149235 0.00968378 0.136819 0.000186743 0.00488918 0.0153458 5.73901e-06 0.0657634 0.687232 4.89761e-05 4.5668 0.187125
KGraPv4 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K6v24 0.00472189 0.0109395 0.000863632 0.0140053 0.00202414 2.34375e-05 0.000156372 0.0211122 0.0239453 0.0653436 0.555793 0.0127436 0.999225 1.41771 0.08399 0.00243878 0.0722418 0.00844208 2.06123 0.0154117 0.183657 0.000480654 1.68031 0.00606287 0.0250543 0.0394905 0.00627245 3.11403 0.149233 0.00968357 0.136822 0.000186743 0.00488917 0.0153448 5.7394e-06 0.065764 0.687234 4.89762e-05 4.5668 0.187128
Keqv7 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Kd2 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Keqv22 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KNADPHv18 0.00472383 0.010939 0.000863819 0.0140108 0.00201827 2.33645e-05 0.000156371 0.0211179 0.0239453 0.0653436 0.555782 0.0127488 0.999228 1.41774 0.08399 0.00243837 0.0722305 0.00844161 2.06127 0.0154179 0.183664 0.000480672 1.68031 0.00606304 0.0246368 0.0395025 0.00627191 3.11403 0.149237 0.00968392 0.136811 0.000186734 0.00488943 0.0153495 5.72122e-06 0.0657602 0.68723 4.89736e-05 4.56693 0.187117
K6PG2v18 0.00472651 0.0109386 0.000863791 0.0140188 0.00201913 2.33753e-05 0.000156371 0.0211171 0.0239453 0.0653436 0.555778 0.0127561 0.999228 1.41776 0.08399 0.00243808 0.072222 0.00844133 2.06125 0.0154156 0.183668 0.00048069 1.68031 0.00606324 0.0249541 0.0395109 0.00626977 3.11403 0.149242 0.00968438 0.136804 0.000186735 0.00488939 0.0153528 5.7239e-06 0.065758 0.68722 4.8974e-05 4.56686 0.187108
KMgADPv12 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K4v26 0.00472187 0.0109396 0.000863632 0.0140051 0.00202414 2.34375e-05 0.000156372 0.0211122 0.0239453 0.0653436 0.555793 0.0127435 0.999225 1.41771 0.08399 0.00243876 0.0722412 0.00844207 2.06123 0.015412 0.183657 0.000480656 1.68031 0.00606288 0.0250543 0.0394898 0.0062716 3.11403 0.149233 0.00968352 0.136822 0.000186743 0.00488917 0.0153445 5.73939e-06 0.0657639 0.687233 4.89762e-05 4.5668 0.187127
K5v23 0.00472539 0.0109396 0.000863627 0.0140157 0.00202432 2.34397e-05 0.000156372 0.0211121 0.0239453 0.0653436 0.555794 0.0127531 0.999225 1.41771 0.08399 0.00243885 0.0722431 0.00844213 2.06123 0.0153998 0.183656 0.000480652 1.68031 0.00606284 0.025056 0.0394881 0.00626689 3.11403 0.149232 0.00968344 0.136823 0.000186743 0.00488916 0.0153439 5.73995e-06 0.0657644 0.687235 4.89762e-05 4.56679 0.187129
KATPv25 0.00471986 0.0109398 0.00086363 0.0139983 0.00202421 2.34384e-05 0.000156373 0.0211122 0.0239453 0.0653436 0.555799 0.0127381 0.999222 1.41769 0.08399 0.00243945 0.072249 0.00844239 2.06123 0.0154123 0.183653 0.000480647 1.68031 0.00606284 0.0250523 0.0394832 0.00627297 3.11403 0.149232 0.00968364 0.136829 0.000186743 0.00488917 0.0153419 5.73963e-06 0.0657668 0.687239 4.89762e-05 4.56679 0.187135
Keqv0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Kd23P2G nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K6PG1v18 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Keqv24 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Keqv1 0.0047219 0.0109396 0.000863632 0.0140052 0.00202415 2.34377e-05 0.000156372 0.0211122 0.0239453 0.0653436 0.555793 0.0127436 0.999225 1.41771 0.08399 0.00243877 0.0722413 0.00844207 2.06123 0.0154122 0.183657 0.000480654 1.68031 0.00606285 0.0250542 0.0394893 0.00627173 3.11403 0.149233 0.00968344 0.136822 0.000186743 0.00488917 0.0153443 5.73943e-06 0.0657638 0.687233 4.89762e-05 4.5668 0.187128
K3v23 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KPEPv11 0.00472192 0.010946 0.000863633 0.0140053 0.00202413 2.34373e-05 0.000156372 0.0211122 0.0239453 0.0653436 0.555785 0.0127437 0.999219 1.41774 0.0839901 0.00243841 0.0722311 0.00843989 2.06124 0.0154129 0.183663 0.000480601 1.68031 0.00606223 0.0250543 0.0394921 0.00627126 3.11403 0.149217 0.00968113 0.136812 0.000186743 0.00488917 0.0153455 5.73937e-06 0.0657503 0.687227 4.89762e-05 4.5668 0.187118
K3PGv10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K5v26 0.00472212 0.0109396 0.000863631 0.0140058 0.00202417 2.34379e-05 0.000156372 0.0211122 0.0239453 0.0653436 0.555793 0.0127442 0.999225 1.41771 0.08399 0.00243878 0.0722417 0.00844208 2.06123 0.0154132 0.183657 0.000480653 1.68031 0.00606284 0.0250542 0.0394887 0.00627237 3.11403 0.149232 0.00968339 0.136822 0.000186743 0.00488917 0.0153441 5.73949e-06 0.0657639 0.687234 4.89762e-05 4.5668 0.187128
K4v23 0.00472181 0.0109396 0.000863632 0.0140049 0.00202414 2.34375e-05 0.000156372 0.0211122 0.0239453 0.0653436 0.555793 0.0127434 0.999225 1.41771 0.08399 0.00243876 0.0722413 0.00844207 2.06123 0.0154127 0.183657 0.000480655 1.68031 0.00606287 0.0250542 0.0394896 0.00627191 3.11403 0.149233 0.00968351 0.136822 0.000186743 0.00488917 0.0153445 5.7394e-06 0.0657639 0.687233 4.89762e-05 4.5668 0.187128
K23P2Gv9 0.00474745 0.0109396 0.00086419 0.0140814 0.00200664 2.32196e-05 0.000156289 0.0211292 0.0239453 0.0653437 0.557053 0.0128127 0.999784 1.41956 0.0839929 0.00242574 0.0716847 0.00844972 2.04816 0.0156599 0.18348 0.000482748 1.6803 0.00608209 0.025255 0.039925 0.0063243 3.11403 0.149704 0.00972851 0.136536 0.000186716 0.00488994 0.0155158 5.68523e-06 0.0658453 0.684428 4.89686e-05 4.56827 0.186316
KATPv17 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K1v26 0.00472161 0.0109395 0.000863633 0.0140044 0.0020241 2.34371e-05 0.000156372 0.0211123 0.0239453 0.0653436 0.555792 0.0127428 0.999225 1.41772 0.08399 0.00243873 0.0722405 0.00844205 2.06123 0.0154106 0.183658 0.000480658 1.68031 0.00606291 0.0250543 0.0394907 0.00627081 3.11403 0.149234 0.00968362 0.136821 0.000186743 0.00488917 0.0153449 5.73929e-06 0.0657638 0.687233 4.89762e-05 4.5668 0.187127
K2v23 0.00471976 0.0109395 0.000863649 0.0139988 0.00202361 2.3431e-05 0.000156372 0.0211127 0.0239453 0.0653436 0.555793 0.0127379 0.999226 1.41771 0.08399 0.00243874 0.0722409 0.00844202 2.06123 0.0154209 0.183657 0.000480653 1.68031 0.00606284 0.0250637 0.0394907 0.00627487 3.11403 0.149232 0.00968342 0.136821 0.000186742 0.00488919 0.0153449 5.73777e-06 0.0657634 0.687232 4.89759e-05 4.56676 0.187127
K3v24 0.00471286 0.0109385 0.000863665 0.0139784 0.00202311 2.34247e-05 0.00015637 0.0211132 0.0239453 0.0653436 0.555772 0.0127192 0.99923 1.41777 0.08399 0.00243777 0.0722157 0.00844106 2.06126 0.0153126 0.183672 0.000480697 1.68031 0.00606326 0.025054 0.0395151 0.00628968 3.11403 0.149243 0.00968422 0.136798 0.000186742 0.00488922 0.0153545 5.73621e-06 0.0657556 0.687217 4.89757e-05 4.56685 0.187102
Keqv9 0.00471914 0.010941 0.00086359 0.0139968 0.00202546 2.34539e-05 0.000156376 0.0211109 0.0239453 0.0653436 0.555734 0.0127362 0.999205 1.41758 0.08399 0.00243993 0.0722842 0.0084435 2.06194 0.0153874 0.18366 0.00048061 1.68031 0.0060626 0.0250412 0.0394487 0.0062682 3.11403 0.149227 0.00968326 0.136848 0.000186745 0.00488911 0.0153284 5.74349e-06 0.0657761 0.687395 4.89767e-05 4.56671 0.187185
Kd1 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K5v24 0.00472153 0.0109395 0.000863634 0.0140042 0.00202409 2.34369e-05 0.000156372 0.0211123 0.0239453 0.0653436 0.555792 0.0127426 0.999225 1.41771 0.08399 0.00243875 0.0722408 0.00844206 2.06123 0.015408 0.183658 0.000480657 1.68031 0.00606291 0.0250544 0.0394913 0.00627312 3.11403 0.149234 0.00968368 0.136821 0.000186743 0.00488917 0.0153451 5.73925e-06 0.0657639 0.687233 4.89761e-05 4.5668 0.187127
K2PGv11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K3v26 0.00471672 0.0109386 0.000863659 0.0139899 0.0020233 2.3427e-05 0.00015637 0.021113 0.0239453 0.0653436 0.555776 0.0127296 0.99923 1.41777 0.08399 0.00243794 0.0722196 0.00844117 2.06125 0.015386 0.18367 0.000480687 1.68031 0.00606316 0.0250564 0.0395122 0.0062573 3.11403 0.14924 0.00968404 0.136802 0.000186742 0.00488921 0.0153534 5.73679e-06 0.0657564 0.687219 4.89758e-05 4.56682 0.187106
K2v24 0.0047192 0.0109381 0.000863684 0.0139974 0.00202251 2.34173e-05 0.00015637 0.0211138 0.0239453 0.0653436 0.55577 0.0127363 0.99923 1.41779 0.08399 0.00243759 0.0722096 0.00844087 2.06124 0.0154202 0.183675 0.000480712 1.68031 0.00606347 0.0250751 0.0395233 0.00628298 3.11403 0.149248 0.00968488 0.136793 0.000186741 0.00488924 0.0153577 5.73436e-06 0.0657543 0.687209 4.89755e-05 4.5669 0.187095
Keqv8 0.00467767 0.0109659 0.000862485 0.0138732 0.00206011 2.38862e-05 0.000156549 0.0210774 0.0239452 0.0653435 0.554976 0.0126242 0.998769 1.4146 0.0839875 0.00247141 0.0733337 0.0084685 2.07364 0.0148807 0.183524 0.000478558 1.68031 0.00604706 0.0245824 0.0386039 0.00617633 3.11403 0.148848 0.00966211 0.137601 0.000186799 0.00488759 0.0149958 5.85103e-06 0.0659874 0.690349 4.89917e-05 4.56295 0.188468
Keqv4 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K2v26 0.00469763 0.0109373 0.000863711 0.0139329 0.00202167 2.34069e-05 0.000156366 0.0211146 0.0239453 0.0653436 0.555747 0.0126781 0.999239 1.41784 0.08399 0.00243661 0.0721866 0.00843982 2.06131 0.0151621 0.183689 0.000480736 1.68031 0.00606357 0.025052 0.0395428 0.00616167 3.11403 0.14925 0.00968453 0.136771 0.000186739 0.00488928 0.0153654 5.73176e-06 0.065745 0.687202 4.89751e-05 4.56702 0.187073
Vmaxv6 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KATPv3 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KPGA23v17 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K2PGv10 0.00472177 0.0109405 0.000863629 0.0140049 0.00202423 2.34387e-05 0.000156375 0.0211121 0.0239453 0.0653436 0.555795 0.0127433 0.999218 1.4177 0.08399 0.00243892 0.0722451 0.0084434 2.06123 0.0154102 0.183655 0.000480686 1.68031 0.00606347 0.0250538 0.0394852 0.00627217 3.11403 0.149248 0.0096854 0.136825 0.000186743 0.00488917 0.0153427 5.73969e-06 0.0657695 0.687237 4.89762e-05 4.56679 0.187132
K1v23 0.00468073 0.0109387 0.000863692 0.013882 0.00202226 2.34141e-05 0.000156369 0.021114 0.0239453 0.0653436 0.555776 0.0126325 0.999231 1.41776 0.08399 0.00243778 0.0722206 0.0084412 2.06125 0.0155686 0.183669 0.000480683 1.68031 0.00606309 0.0250261 0.0395095 0.00633207 3.11403 0.149238 0.00968371 0.136803 0.00018674 0.00488925 0.0153523 5.73357e-06 0.0657565 0.68722 4.89754e-05 4.56685 0.187107
Vmaxv7 0.00471958 0.0111872 0.000863824 0.013998 0.00201814 2.33626e-05 0.000156337 0.021118 0.0239453 0.0653437 0.555696 0.0127374 0.999309 1.4183 0.0839903 0.00243053 0.0720078 0.00858521 2.06076 0.0155621 0.183765 0.000476236 1.6803 0.00600539 0.0251123 0.0396799 0.00624368 3.11403 0.14782 0.00951056 0.136617 0.000186734 0.00488943 0.0154194 5.72082e-06 0.0667416 0.686957 4.89736e-05 4.56729 0.18688
K6v23 0.00472192 0.0109396 0.000863632 0.0140053 0.00202414 2.34376e-05 0.000156372 0.0211122 0.0239453 0.0653436 0.555793 0.0127437 0.999225 1.41771 0.08399 0.00243877 0.0722413 0.00844207 2.06123 0.0154123 0.183657 0.000480655 1.68031 0.00606287 0.0250543 0.0394896 0.00627176 3.11403 0.149233 0.0096835 0.136822 0.000186743 0.00488917 0.0153444 5.73941e-06 0.0657639 0.687233 4.89762e-05 4.5668 0.187128
KdATP nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K3PGv7 0.00472201 0.0109477 0.000863635 0.0140055 0.00202405 2.34363e-05 0.000156369 0.0211123 0.0239453 0.0653436 0.555784 0.0127439 0.999225 1.41774 0.08399 0.00243833 0.0722294 0.00844663 2.06124 0.015415 0.183664 0.000480514 1.68031 0.00606097 0.0250544 0.0394961 0.00627018 3.11403 0.149186 0.00967745 0.136811 0.000186743 0.00488918 0.015347 5.73912e-06 0.0657945 0.687225 4.89761e-05 4.5668 0.187115
KiGraPv4 0.00475643 0.0119201 0.000862046 0.014108 0.00207392 2.40581e-05 0.000156582 0.021064 0.0239451 0.0653434 0.556014 0.0128369 0.998683 1.41435 0.0839875 0.00248365 0.0735495 0.00903776 2.06643 0.014426 0.183148 0.000505361 1.68031 0.00638613 0.0244401 0.0383662 0.00636625 3.11403 0.157182 0.00905367 0.137918 0.000186821 0.00488699 0.0149021 5.89395e-06 0.0699419 0.689236 4.89977e-05 4.56104 0.188553
K13P2Gv7 0.00471999 0.0111707 0.000863802 0.0139996 0.00201881 2.33711e-05 0.000156336 0.0211174 0.0239453 0.0653437 0.55558 0.0127385 0.999316 1.41818 0.0839904 0.00243105 0.0720383 0.00857606 2.06185 0.0155596 0.183789 0.000476586 1.6803 0.0060097 0.025107 0.0396687 0.00624762 3.11403 0.147926 0.00952399 0.136626 0.000186735 0.00488941 0.015415 5.7229e-06 0.0666804 0.687178 4.89739e-05 4.56712 0.186931
KMgv3 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K23P2Gv1 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
