name Rul5P PEP P2f Rib5P P2NADP NADPf NADH P2NADPH P1NADPH NAD Mgf Xul5P Phi MgATP Pyr MgAMP AMPf Gri2P Gri23P2f Sed7P ATPf Gri13P2 Lac GraP GlcA6P Glc6P E4P GSH DHAP Fru16P2 MgADP GSSG NADPHf Fru6P P1NADP Gri3P MgGri23P2 P1f Glcin ADPf
KGraPv5 0.00469963 0.01082 0.000862886 0.0138092 0.00202005 2.3437e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125813 0.000774413 -0.592199 0.0769357 0.00243281 0.0670223 0.00837084 -2.18745 0.0151748 0.149927 0.000480427 -1.14312 0.00602615 0.0244266 0.0379303 0.00623245 -6.58313 0.126962 0.00958969 0.118101 0.000186708 0.00486527 0.015109 5.73938e-06 0.0614392 0.214944 4.89738e-05 -16.2888 0.152111
KATPv16 0.00469962 0.0108199 0.000862886 0.0138091 0.00202005 2.3437e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125813 0.000774373 -0.592198 0.0769357 0.00243281 0.0670223 0.00837081 -2.18745 0.0151748 0.149927 0.000480424 -1.14312 0.00602611 0.0244265 0.0379302 0.00623242 -6.58313 0.126963 0.00958971 0.118102 0.000186708 0.00486527 0.015109 5.73938e-06 0.061439 0.214944 4.89738e-05 -16.2888 0.152111
KATPv12 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Vmaxv29 0.00469962 0.0108206 0.000862885 0.0138091 0.0020201 2.34377e-05 0.000156334 0.0206664 0.0233719 0.0610738 0.246887 0.0125813 0.000775518 -0.592201 0.0769416 0.00243279 0.0670218 0.00837123 -2.18745 0.0151749 0.149928 0.000480449 -1.14312 0.00602594 0.0244265 0.0379304 0.00623228 -6.58313 0.12696 0.0095892 0.118101 0.000186708 0.00486526 0.0151091 5.73954e-06 0.0614416 0.214944 4.89738e-05 -16.2888 0.15211
KNADv6 0.00469754 0.0108661 0.000862875 0.013803 0.00202039 2.34412e-05 0.000156351 0.0206662 0.0233719 0.0610738 0.246892 0.0125757 0.000786092 -0.592154 0.0769355 0.00243278 0.0670265 0.00839767 -2.18852 0.0151799 0.149934 0.000481749 -1.14312 0.006014 0.024418 0.0379285 0.00622234 -6.58313 0.126751 0.00955485 0.118101 0.000186709 0.00486525 0.0151083 5.74043e-06 0.0616012 0.214919 4.89739e-05 -16.2884 0.152118
kDPGMv8 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Vmaxv5 0.00470203 0.0108279 0.000862901 0.013816 0.00201959 2.34313e-05 0.000156342 0.0206669 0.0233719 0.0610738 0.24689 0.0125877 0.000759705 -0.592368 0.0769356 0.00243141 0.0669895 0.00837436 -2.18752 0.0151858 0.149941 0.000480717 -1.14312 0.00602942 0.0244277 0.0379584 0.00623623 -6.58313 0.126834 0.00958146 0.118076 0.000186708 0.00486529 0.0151207 5.73797e-06 0.0614568 0.214954 4.89736e-05 -16.2889 0.152086
KAMPv16 0.00469964 0.0108199 0.000862886 0.0138092 0.00202004 2.34369e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125813 0.000774163 -0.592196 0.0769357 0.0024328 0.0670221 0.00837082 -2.18745 0.015175 0.149927 0.000480422 -1.14312 0.00602608 0.0244266 0.0379304 0.00623241 -6.58313 0.126962 0.00958962 0.118102 0.000186708 0.00486527 0.0151091 5.73936e-06 0.0614391 0.214944 4.89738e-05 -16.2888 0.152111
KNADPHv19 0.00470098 0.0108199 0.000862875 0.0138131 0.0020204 2.34414e-05 0.000156347 0.0206662 0.0233719 0.0610738 0.246887 0.0125849 0.000774394 -0.592195 0.0769357 0.00243285 0.067023 0.00837083 -2.18745 0.0151694 0.149927 0.000480423 -1.14312 0.0060261 0.0244221 0.0379293 0.0062303 -6.58438 0.126962 0.00958968 0.118102 6.77504e-05 0.00486525 0.0151087 5.74048e-06 0.0614391 0.214943 4.89739e-05 -16.2888 0.152111
KRu5Pv22 0.00469412 0.0108202 0.000862893 0.0138371 0.00201982 2.34343e-05 0.000156346 0.0206667 0.0233719 0.0610738 0.246887 0.0125667 0.000772775 -0.592191 0.0769357 0.00243292 0.0670237 0.0083708 -2.18744 0.0151802 0.149927 0.000480413 -1.14312 0.00602591 0.0244257 0.0379239 0.00623678 -6.58313 0.126959 0.00958886 0.118103 0.000186708 0.00486528 0.0151064 5.73867e-06 0.0614385 0.214943 4.89737e-05 -16.2888 0.152112
KG6Pv17 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K7v24 0.00469787 0.0108197 0.000862893 0.0138041 0.00201983 2.34343e-05 0.000156347 0.0206667 0.0233719 0.0610738 0.246888 0.0125766 0.000774189 -0.592216 0.0769357 0.00243266 0.067019 0.00837066 -2.18746 0.0151559 0.149929 0.000480434 -1.14312 0.00602623 0.024427 0.0379349 0.0062363 -6.58313 0.126965 0.00959006 0.118099 0.000186708 0.00486528 0.015111 5.73869e-06 0.0614381 0.214945 4.89737e-05 -16.289 0.152108
K7v23 0.00471223 0.0108202 0.000862872 0.013846 0.0020205 2.34427e-05 0.000156348 0.0206661 0.0233719 0.0610738 0.246887 0.0126148 0.000777005 -0.592171 0.0769357 0.00243311 0.0670278 0.00837113 -2.18742 0.0151283 0.149925 0.000480421 -1.14312 0.00602612 0.0244391 0.0379237 0.00621434 -6.58313 0.126963 0.00958982 0.118106 0.000186709 0.00486525 0.0151063 5.74079e-06 0.0614415 0.214942 4.8974e-05 -16.2886 0.152115
Vmaxv10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Keqv10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KMgATPv7 0.00469962 0.0108199 0.000862886 0.0138091 0.00202005 2.3437e-05 0.000156351 0.0206665 0.0233719 0.0610738 0.246887 0.0125813 0.00077486 -0.592198 0.0769356 0.00243282 0.0670224 0.00837084 -2.18745 0.0151748 0.149927 0.00048041 -1.14312 0.00602609 0.0244265 0.0379301 0.00623242 -6.58313 0.126962 0.00958971 0.118101 0.000186708 0.00486527 0.015109 5.73938e-06 0.0614395 0.214944 4.89738e-05 -16.2888 0.152111
Vmaxv17 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KFru6Pv3 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K7v26 0.00469967 0.0108197 0.000862888 0.0138094 0.00201998 2.34362e-05 0.000156348 0.0206666 0.0233719 0.0610738 0.246887 0.0125814 0.00077528 -0.592208 0.0769357 0.00243274 0.0670206 0.00837077 -2.18745 0.0151855 0.149928 0.000480434 -1.14312 0.00602625 0.0244269 0.0379334 0.00623614 -6.58313 0.126965 0.00959018 0.1181 0.000186708 0.00486527 0.0151103 5.73918e-06 0.061439 0.214944 4.89737e-05 -16.2887 0.152109
K1v24 0.00469868 0.0108197 0.00086289 0.0138064 0.00201992 2.34354e-05 0.000156347 0.0206666 0.0233719 0.0610738 0.246887 0.0125788 0.000774486 -0.592209 0.0769357 0.00243272 0.0670203 0.00837073 -2.18745 0.0151654 0.149928 0.000480431 -1.14312 0.0060262 0.0244268 0.0379334 0.00623482 -6.58313 0.126964 0.00959 0.1181 0.000186708 0.00486527 0.0151103 5.73898e-06 0.0614386 0.214944 4.89737e-05 -16.2889 0.152109
KGraPv4 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K6v24 0.00469959 0.0108199 0.000862886 0.0138091 0.00202004 2.34369e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125812 0.000774466 -0.592196 0.0769357 0.00243284 0.0670229 0.00837081 -2.18745 0.0151741 0.149927 0.000480423 -1.14312 0.00602611 0.0244265 0.037931 0.0062331 -6.58313 0.126962 0.00958979 0.118102 0.000186708 0.00486527 0.0151093 5.73936e-06 0.0614391 0.214944 4.89738e-05 -16.2888 0.152111
Keqv7 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Kd2 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Keqv22 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KNADPHv18 0.00470151 0.0108194 0.000863073 0.0138145 0.0020142 2.3364e-05 0.000156347 0.0206719 0.0233719 0.0610738 0.246888 0.0125863 0.000771886 -0.592244 0.0769357 0.00243242 0.0670133 0.00837035 -2.18755 0.0151802 0.149932 0.000480441 -1.14312 0.00602628 0.0240298 0.037942 0.00623257 -6.58313 0.126966 0.00959014 0.118094 0.000186699 0.00486552 0.0151139 5.72118e-06 0.0614358 0.214945 4.89712e-05 -16.2899 0.152104
K6PG2v18 0.00470417 0.010819 0.000863045 0.0138223 0.00201506 2.33748e-05 0.000156346 0.0206711 0.0233719 0.0610738 0.246889 0.0125934 0.000771179 -0.592283 0.0769357 0.00243214 0.067006 0.00837007 -2.1875 0.015178 0.149934 0.000480459 -1.14312 0.00602648 0.0243314 0.0379498 0.00623046 -6.58313 0.126969 0.00959059 0.118089 0.0001867 0.00486548 0.0151171 5.72386e-06 0.0614339 0.214949 4.89716e-05 -16.2893 0.152099
KMgADPv12 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K4v26 0.00469957 0.0108199 0.000862886 0.013809 0.00202004 2.34369e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125811 0.000774416 -0.592198 0.0769357 0.00243281 0.0670224 0.0083708 -2.18745 0.0151745 0.149927 0.000480425 -1.14312 0.00602612 0.0244266 0.0379303 0.00623226 -6.58313 0.126963 0.00958975 0.118101 0.000186708 0.00486527 0.0151091 5.73936e-06 0.061439 0.214944 4.89738e-05 -16.2888 0.152111
K5v23 0.00470306 0.01082 0.000862881 0.0138192 0.00202022 2.34392e-05 0.000156347 0.0206663 0.0233719 0.0610738 0.246887 0.0125904 0.000774717 -0.59219 0.0769357 0.0024329 0.067024 0.00837086 -2.18744 0.0151627 0.149927 0.000480421 -1.14312 0.00602608 0.0244282 0.0379288 0.00622762 -6.58313 0.126962 0.00958967 0.118103 0.000186709 0.00486526 0.0151084 5.73992e-06 0.0614394 0.214943 4.89738e-05 -16.2888 0.152112
KATPv25 0.00469758 0.0108201 0.000862884 0.0138023 0.00202012 2.34379e-05 0.000156349 0.0206664 0.0233719 0.0610738 0.246887 0.0125759 0.000777268 -0.592163 0.0769357 0.0024335 0.0670291 0.00837112 -2.18743 0.0151748 0.149925 0.000480416 -1.14312 0.00602608 0.0244247 0.0379243 0.00623362 -6.58313 0.126962 0.00958987 0.118107 0.000186708 0.00486526 0.0151065 5.73959e-06 0.0614415 0.214942 4.89738e-05 -16.2888 0.152116
Keqv0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Kd23P2G nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K6PG1v18 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Keqv24 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
Keqv1 0.00469961 0.0108199 0.000862886 0.0138091 0.00202005 2.34371e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125812 0.00077417 -0.592198 0.0769357 0.00243282 0.0670225 0.0083708 -2.18745 0.0151747 0.149927 0.000480423 -1.14312 0.0060261 0.0244265 0.0379299 0.0062324 -6.58313 0.126962 0.00958967 0.118102 0.000186708 0.00486527 0.0151089 5.7394e-06 0.0614389 0.214944 4.89738e-05 -16.2888 0.152111
K3v23 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KPEPv11 0.00469963 0.0108262 0.000862887 0.0138091 0.00202003 2.34368e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246888 0.0125813 0.000780061 -0.592243 0.0769357 0.00243246 0.0670138 0.00836866 -2.18747 0.0151754 0.149931 0.00048037 -1.14312 0.00602548 0.0244266 0.0379325 0.00623193 -6.58313 0.126952 0.00958741 0.118094 0.000186708 0.00486527 0.01511 5.73933e-06 0.0614272 0.214946 4.89738e-05 -16.2888 0.152105
K3PGv10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K5v26 0.00469982 0.0108199 0.000862885 0.0138097 0.00202007 2.34373e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125818 0.000774151 -0.592196 0.0769357 0.00243283 0.0670228 0.00837081 -2.18745 0.0151757 0.149927 0.000480422 -1.14312 0.00602608 0.0244265 0.0379294 0.00623302 -6.58313 0.126962 0.00958962 0.118102 0.000186708 0.00486527 0.0151087 5.73945e-06 0.061439 0.214944 4.89738e-05 -16.2888 0.152111
K4v23 0.00469951 0.0108199 0.000862886 0.0138088 0.00202004 2.3437e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.012581 0.000774382 -0.592198 0.0769357 0.00243282 0.0670225 0.00837081 -2.18745 0.0151752 0.149927 0.000480424 -1.14312 0.00602612 0.0244265 0.0379302 0.00623257 -6.58313 0.126963 0.00958973 0.118102 0.000186708 0.00486527 0.015109 5.73936e-06 0.061439 0.214944 4.89738e-05 -16.2888 0.152111
K23P2Gv9 0.00472491 0.01082 0.000863444 0.0138832 0.00200261 2.32191e-05 0.000156265 0.0206827 0.023372 0.0610739 0.246745 0.0126485 0.000215815 -0.595586 0.0769381 0.00241986 0.066546 0.00837832 -2.1468 0.0154147 0.149815 0.000482515 -1.14312 0.0060451 0.0246172 0.038331 0.0062843 -6.58313 0.127293 0.00963386 0.117894 0.000186681 0.00486603 0.015275 5.68519e-06 0.0615097 0.215986 4.89662e-05 -16.3008 0.151602
KATPv17 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K1v26 0.00469931 0.0108198 0.000862888 0.0138083 0.00202001 2.34365e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125805 0.000774513 -0.592201 0.0769357 0.00243279 0.0670218 0.00837079 -2.18745 0.0151731 0.149928 0.000480427 -1.14312 0.00602615 0.0244266 0.0379312 0.00623149 -6.58313 0.126963 0.00958985 0.118101 0.000186708 0.00486527 0.0151094 5.73926e-06 0.0614389 0.214944 4.89738e-05 -16.2888 0.15211
K2v23 0.00469748 0.0108199 0.000862903 0.0138028 0.00201952 2.34304e-05 0.000156347 0.020667 0.0233719 0.0610738 0.246887 0.0125756 0.000773699 -0.5922 0.0769357 0.00243279 0.0670222 0.00837075 -2.18743 0.0151831 0.149927 0.000480422 -1.14312 0.00602608 0.0244355 0.0379312 0.0062355 -6.58313 0.126962 0.00958965 0.118101 0.000186707 0.00486529 0.0151094 5.73773e-06 0.0614386 0.214944 4.89735e-05 -16.2885 0.152111
K3v24 0.00469065 0.0108188 0.000862919 0.013783 0.00201902 2.34241e-05 0.000156345 0.0206675 0.0233719 0.0610738 0.246889 0.0125574 0.000768962 -0.592311 0.0769357 0.00243183 0.0670006 0.00836981 -2.18753 0.0150781 0.149937 0.000480466 -1.14312 0.0060265 0.0244263 0.0379537 0.00625012 -6.58313 0.126969 0.00959044 0.118084 0.000186707 0.00486531 0.0151188 5.73618e-06 0.0614318 0.21495 4.89733e-05 -16.2893 0.152095
Keqv9 0.00469687 0.0108212 0.000862844 0.0138009 0.00202136 2.34534e-05 0.000156351 0.0206653 0.0233719 0.0610738 0.246894 0.012574 0.000794142 -0.591958 0.0769357 0.00243398 0.0670592 0.00837221 -2.18965 0.0151507 0.149929 0.000480379 -1.14312 0.00602585 0.0244141 0.0378925 0.0062289 -6.58313 0.126958 0.00958949 0.118121 0.00018671 0.00486521 0.0150934 5.74346e-06 0.0614496 0.214883 4.89743e-05 -16.2881 0.152147
Kd1 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K5v24 0.00469923 0.0108198 0.000862888 0.0138081 0.00201999 2.34364e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125803 0.000774679 -0.5922 0.0769357 0.0024328 0.0670221 0.00837079 -2.18745 0.0151706 0.149927 0.000480426 -1.14312 0.00602615 0.0244266 0.0379318 0.00623377 -6.58313 0.126963 0.0095899 0.118101 0.000186708 0.00486527 0.0151097 5.73922e-06 0.061439 0.214944 4.89737e-05 -16.2889 0.152111
K2PGv11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K3v26 0.00469447 0.0108189 0.000862913 0.0137942 0.0020192 2.34265e-05 0.000156345 0.0206673 0.0233719 0.0610738 0.246889 0.0125676 0.000769235 -0.592294 0.0769357 0.00243199 0.0670039 0.00836991 -2.1875 0.0151492 0.149935 0.000480456 -1.14312 0.0060264 0.0244286 0.037951 0.00621815 -6.58313 0.126968 0.00959026 0.118087 0.000186707 0.0048653 0.0151176 5.73675e-06 0.0614325 0.214949 4.89734e-05 -16.2891 0.152097
K2v24 0.00469693 0.0108184 0.000862938 0.0138015 0.00201842 2.34167e-05 0.000156345 0.020668 0.0233719 0.0610738 0.24689 0.0125741 0.000769445 -0.592339 0.0769357 0.00243165 0.0669953 0.00836962 -2.18749 0.0151825 0.149938 0.000480481 -1.14312 0.00602671 0.0244463 0.0379612 0.0062435 -6.58313 0.126973 0.00959108 0.11808 0.000186706 0.00486534 0.0151219 5.73433e-06 0.0614307 0.214953 4.89731e-05 -16.2897 0.152091
Keqv8 0.00465579 0.0108457 0.000861741 0.0136807 0.00205587 2.38856e-05 0.000156524 0.0206331 0.0233718 0.0610737 0.246978 0.0124648 0.00122909 -0.586498 0.0769336 0.0024653 0.0679559 0.00839679 -2.22634 0.0146593 0.149843 0.000478329 -1.14313 0.00601049 0.0239781 0.0371137 0.00613818 -6.58313 0.126692 0.00956875 0.118667 0.000186765 0.0048637 0.0147709 5.85099e-06 0.061633 0.213767 4.89893e-05 -16.2576 0.152948
Keqv4 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K2v26 0.00467557 0.0108176 0.000862965 0.0137388 0.00201759 2.34063e-05 0.000156342 0.0206688 0.0233719 0.0610738 0.246892 0.0125174 0.000760841 -0.592437 0.0769357 0.00243067 0.0669757 0.00836859 -2.18768 0.0149322 0.149947 0.000480505 -1.14312 0.0060268 0.0244244 0.0379792 0.0061237 -6.58313 0.126974 0.00959074 0.118065 0.000186704 0.00486537 0.0151293 5.73173e-06 0.0614226 0.214956 4.89727e-05 -16.2906 0.152077
Vmaxv6 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KATPv3 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
KPGA23v17 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K2PGv10 0.00469948 0.0108208 0.000862883 0.0138088 0.00202014 2.34381e-05 0.000156351 0.0206664 0.0233719 0.0610738 0.246887 0.0125809 0.000781839 -0.592181 0.0769357 0.00243297 0.0670257 0.00837211 -2.18745 0.0151728 0.149926 0.000480455 -1.14312 0.0060267 0.0244261 0.0379261 0.00623283 -6.58313 0.126973 0.00959159 0.118104 0.000186708 0.00486526 0.0151073 5.73965e-06 0.0614439 0.214942 4.89738e-05 -16.2888 0.152114
K1v23 0.00465882 0.0108191 0.000862946 0.0136893 0.00201817 2.34136e-05 0.000156345 0.0206682 0.0233719 0.0610738 0.246889 0.0124729 0.0007683 -0.592289 0.0769357 0.00243184 0.0670048 0.00836995 -2.18752 0.0153262 0.149935 0.000480452 -1.14312 0.00602633 0.0243998 0.0379485 0.00629197 -6.58313 0.126966 0.00958994 0.118088 0.000186705 0.00486535 0.0151166 5.73354e-06 0.0614326 0.214949 4.8973e-05 -16.2893 0.152098
Vmaxv7 0.00469731 0.0110621 0.000863078 0.0138021 0.00201407 2.33621e-05 0.000156313 0.0206721 0.0233719 0.0610739 0.246898 0.0125752 0.000691013 -0.593274 0.0769359 0.00242462 0.0668227 0.0085115 -2.18598 0.0153199 0.149996 0.000476009 -1.14312 0.00596933 0.0244817 0.0381054 0.00620469 -6.58313 0.125969 0.00942011 0.117953 0.000186699 0.00486553 0.0151817 5.72078e-06 0.0622871 0.215047 4.89712e-05 -16.2928 0.151956
K6v23 0.00469962 0.0108199 0.000862886 0.0138091 0.00202005 2.3437e-05 0.000156347 0.0206665 0.0233719 0.0610738 0.246887 0.0125813 0.000774383 -0.592198 0.0769357 0.00243282 0.0670225 0.00837081 -2.18745 0.0151748 0.149927 0.000480424 -1.14312 0.00602611 0.0244265 0.0379301 0.00623243 -6.58313 0.126963 0.00958973 0.118102 0.000186708 0.00486527 0.015109 5.73938e-06 0.061439 0.214944 4.89738e-05 -16.2888 0.152111
KdATP nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K3PGv7 0.00469971 0.0108278 0.000862889 0.0138093 0.00201995 2.34358e-05 0.000156345 0.0206666 0.0233719 0.0610738 0.246888 0.0125815 0.000774038 -0.592251 0.0769357 0.00243238 0.0670123 0.00837528 -2.18747 0.0151774 0.149931 0.000480283 -1.14312 0.00602424 0.0244267 0.0379362 0.00623086 -6.58313 0.12693 0.00958379 0.118094 0.000186708 0.00486527 0.0151115 5.73908e-06 0.0614656 0.214947 4.89737e-05 -16.2888 0.152103
KiGraPv4 0.00473381 0.011778 0.000861303 0.013909 0.00206962 2.40575e-05 0.000156558 0.0206203 0.0233717 0.0610737 0.246862 0.0126721 0.00131481 -0.586032 0.0769336 0.00247748 0.06814 0.00895608 -2.2037 0.0142179 0.149605 0.000505105 -1.14313 0.00634534 0.0238428 0.0368942 0.00632572 -6.58313 0.132476 0.0089717 0.118897 0.000186786 0.0048631 0.0146801 5.89391e-06 0.06505 0.21419 4.89953e-05 -16.242 0.153001
K13P2Gv7 0.00469771 0.0110459 0.000863056 0.0138036 0.00201474 2.33705e-05 0.000156312 0.0206714 0.0233719 0.0610739 0.246911 0.0125762 0.000683688 -0.593064 0.076936 0.00242514 0.0668487 0.00850252 -2.18938 0.0153175 0.15001 0.000476359 -1.14312 0.00597358 0.0244767 0.0380951 0.00620859 -6.58313 0.126044 0.00943328 0.117959 0.0001867 0.0048655 0.0151774 5.72286e-06 0.0622341 0.214965 4.89715e-05 -16.2914 0.151988
KMgv3 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
K23P2Gv1 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
